citation,doc_count,doc_count_case,doc_count_research,total_hits,top_issues,sample_context
734 F.2d 1447,2,0,2,4,rico;fraud_perjury;federal_court;appeal;jurisdiction,"RESEARCH\vLex-Vincent-Myers-and-Branthoover-communicated-across-state-lines--Texas-and-Oklahoma--via-text-messages-and-pho-1.pdf | The Eleventh Circuit in U.S. v. Zielie, 734 F.2d 1447 (11th Cir. 1984) also"
749 F.3d 1197,2,0,2,4,jurisdiction;fraud_perjury;federal_court;civil_rights_1983;property_financial,"RESEARCH\vLex-Vincent-What-claims-can-be-made-in-federal-court-under-diversity-jurisdiction-if-a-victim-sues-a-perpetrator-1.pdf | and all defendants.'' Middleton v. Stephenson, 749 F.3d 1197, 1200 (10th"
767 S.W.2d 699,2,2,0,4,law_enforcement;due_process;ex_parte;notice;temporary_orders,"CASE DOCS\11.25.25 - Response in Support of Granting NoEvidence Summary Judgment on Submission.pdf | admitted. See Tex. R. Civ. P. 198.2(c); Marshall v. Vise, 767 S.W.2d 699, 700 (Tex. 1989)"
781 F.3d 521,2,0,2,4,law_enforcement;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-The-mother-and-stepfather-engaged-in-multiple-acts--including-wire-fraud--via-PayPal-transactions-an (1)-1.pdf | Corp. v. Rodriguez, 781 F.3d 521, 528 (1st Cir. 2015). To satisfy this"
782 F.2d 1191,2,0,2,4,law_enforcement;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-What-elements-must-be-pled-to-establish-a-violation-of-the-Travel-Act--18-U-S-C----1952--as-a-predic-1.pdf | Similarly, the Fourth Circuit in U.S. v. Gallo, 782 F.2d 1191 (4th Cir. 1986)"
821 F.3d 1111,2,0,2,4,jurisdiction;fraud_perjury;federal_court;civil_rights_1983;property_financial,"RESEARCH\vLex-Vincent-What-claims-can-be-made-in-federal-court-under-diversity-jurisdiction-if-a-victim-sues-a-perpetrator-1.pdf | Boeing Co., 821 F.3d 1111, 1115 (9th Cir. 2016)."""
854 F. Supp. 975,2,0,2,4,jurisdiction;rico;fraud_perjury;federal_court;property_financial,"RESEARCH\vLex-Vincent-The-individuals-submitted-false-documents-to-Texas-courts--which-were-prepared-in-Oklahoma--and-requ-1.pdf | Similarly, in US v. Bertoli, 854 F. Supp. 975 (D. N.J. 1994), the court"
860 S.W.2d 579,2,0,2,4,recusal;jurisdiction;lockout_eviction;appeal;hearing,"RESEARCH\vLex-Vincent-If-an-objection-is-overruled-1.pdf | This principle has been consistently reaffirmed by Texas courts. In Thomas v. Walker, 860 S.W.2d 579 (Tex. App. 1993), the court stated: ""Rule 18a(f) of the"
873 F.2d 1357,2,0,2,4,jurisdiction;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf | 873 F.2d 1357, 1362 (10th Cir. 1989))."
883 S.W.2d 256,2,0,2,4,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-322-744263-23-IN-THE-322ND-DISTRICT-COURT--OF-TARRANT-COUNTY--TEXAS--Morgan-Michelle-Myers---------- (1)-1.pdf | Vargas v. State, 883 S.W.2d 256 (Tex. App. 1994)"
889 F.3d 116,2,0,2,4,jurisdiction;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-Draft-a-civil-RICO-complaint-based-on-the-provided-facts--establishing-the-existence-of-an-enterpris-1.pdf | Williams v. Affinion Grp., LLC, 889 F.3d 116, 123-24 (2d Cir. 2018), as cited"
917 F. Supp. 2d 452,2,0,2,4,jurisdiction;fraud_perjury;federal_court;civil_rights_1983;property_financial,"RESEARCH\vLex-Vincent-What-claims-can-be-made-in-federal-court-under-diversity-jurisdiction-if-a-victim-sues-a-perpetrator-1.pdf | Similarly, Marchese v. JPMorgan Chase Bank, N.A., 917 F. Supp. 2d 452 (D."
935 S.W.2d 131,2,0,2,4,law_enforcement;ex_parte;notice;jurisdiction;federal_court,"RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf | State, 935 S.W.2d 131 (Tex. Crim. App. 1996)."" It's important to note that"
94 S.W.3d 799,2,0,2,4,law_enforcement;due_process;recusal;notice;jurisdiction,"RESEARCH\vLex-Vincent--1-NO--25-0367-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS----------MOTION-FOR-REHEARI-1.pdf | N.R.C., 94 S.W.3d 799 (Tex. App. 2002) highlights the gravity of family law"
943 F.2d 167,2,0,2,4,law_enforcement;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-What-elements-must-be-pled-to-establish-a-violation-of-the-Travel-Act--18-U-S-C----1952--as-a-predic-1.pdf | Circuit in U.S. v. Jenkins, 943 F.2d 167 (2d Cir. 1991) stated that the Travel"
953 F.3d 1095,2,0,2,4,rico;fraud_perjury;federal_court;property_financial;custody,"RESEARCH\vLex-Vincent-The-goal-of-the-scheme-was-to-deceive-the-Texas-courts-and-remove-Morgan-s-husband-from-the-family-h-1.pdf | Miller, 953 F.3d 1095, 1098-99, 1101-03 (9th Cir. 2020) (holding that wire"
108 S.W.3d 379,2,0,2,3,recusal;appeal;hearing;property_financial;jurisdiction,"RESEARCH\vLex-Vincent-If-an-objection-is-overruled-1.pdf | Barron v. State Atty. Gen., 108 S.W.3d 379 (Tex. App. 2003)"
129 S.W.3d 732,2,0,2,3,appeal;property_financial;custody;law_enforcement;federal_court,"RESEARCH\BEST INTERESTS.pdf | R.W., 129 S.W.3d 732, 739 (Tex. App.Fort Worth 2004, pet. denied)"
222 S.W.3d 909,2,0,2,3,due_process;notice;jurisdiction;temporary_orders;federal_court,"RESEARCH\vLex-Vincent-If-a-district-judge-takes-up-a-case--makes-an-order--without-a-hearing-or-hearing-evidence--and-depr (1)-1.pdf | judges may render and sign); Chacon v. Chacon, 222 S.W.3d 909, 913"
236 S.W.3d 238,2,0,2,3,law_enforcement;appeal;property_financial;custody;protective_order,"RESEARCH\BEST INTERESTS.pdf | In Patterson v. Brist, 236 S.W.3d 238 (Tex. App. 2006), the court criticized"
264 S.W.3d 800,2,0,2,3,notice;jurisdiction;lockout_eviction;federal_court;appeal,"RESEARCH\vLex-Vincent--1-NO--25-0367-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS----------MOTION-FOR-REHEARI-1.pdf | General of Texas, 264 S.W.3d 800 (Tex. App. 2008), orders entered outside a"
285 S.W.3d 879,2,1,1,3,notice;appeal;sanctions_contempt;discovery;federal_court,"CASE DOCS\12.09.25 - 193.6 OBJECTION.pdf | surprise. See Fort Brown Villas III Condo. Assn v. Gillenwater, 285 S.W.3d 879 (Tex."
314 U.S. 219,2,0,2,3,recusal;appeal;law_enforcement;civil_rights_1983;hearing,"RESEARCH\vLex-Vincent-42-U-S-C----1983-Complaint-for-Injunctive-and-Declaratory-Relief-Introduction-Plaintiff-Charles-Dust-1.pdf | the very concept of justice.' Lisenba v. California, 314 U.S. 219, 236 (1941)."
321 S.W.3d 110,2,1,1,3,law_enforcement;due_process;notice;lockout_eviction;fraud_perjury,"CASE DOCS\11.05.25 - MOTION FOR NOEVIDENCE SUMMARY JUDGMENT.pdf | considered no evidence in legal contemplation. See Wilkerson v. Wilkerson, 321 S.W.3d 110,"
393 S.W.3d 741,2,0,2,3,law_enforcement;due_process;jurisdiction;temporary_orders;lockout_eviction,"RESEARCH\vLex-Vincent-If-a-party-in-Texas-1.pdf | The Texas Supreme Court, in In re Dean, 393 S.W.3d 741 (Tex. 2013), emphasized the exclusive nature of these jurisdictional grounds: ""These four grounds"
411 U.S. 778,2,0,2,3,recusal;appeal;law_enforcement;civil_rights_1983;hearing,"RESEARCH\vLex-Vincent-42-U-S-C----1983-Complaint-for-Injunctive-and-Declaratory-Relief-Introduction-Plaintiff-Charles-Dust-1.pdf | Scarpelli, 411 U.S. 778, 790 (1973). 'As applied to a criminal trial, denial of"
443 S.W.3d 441,2,0,2,3,law_enforcement;due_process;ex_parte;notice;fraud_perjury,"RESEARCH\rule 13 and rule 10.pdf | Cherry Petersen Landry Albert LLP v. Cruz, 443 S.W.3d 441 (Tex. App. 2014)"
587 S.W.3d 484,2,0,2,3,law_enforcement;child_support_oag;appeal;property_financial;custody,"RESEARCH\vLex-Vincent-What-are-the-leading-Texas-cases-interpreting-the--best-interests-of-the-child--standard-in-family-l-1.pdf | In re Interest of S.D.A., 587 S.W.3d 484 (Tex. App. 2019)"
595 F.2d 985,2,0,2,3,recusal;jurisdiction;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent----The-judge-and-court-coordinator-allegedly-altered-and-selectively-transmitted-recusal-motions-and-1.pdf | Lucas, 595 F.2d 985, 990 (5th Cir.1979)."
611 F.2d 92,2,0,2,3,jurisdiction;federal_court;civil_rights_1983;appeal;sanctions_contempt,"RESEARCH\vLex-Vincent-Judicial-immunity-is-intended-to-protect-independent-judicial-decision-making--not-to-shield-judges--1.pdf | the Supreme Court, Turner v. Raynes, 611 F.2d 92 (5th Cir.) cert. denied,"
616 S.W.3d 48,2,0,2,3,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-I--Introduction-Within-the-last-23-days--four-mandamus-petitions-have-been-docketed-involving-the-sa-1.pdf | In re Ortegon, 616 S.W.3d 48 (Tex. App. 2020)"
619 S.W.3d 679,2,1,1,3,federal_court;appeal;recusal;notice;property_financial,"CASE DOCS\05.30.25 - UNOPPOSED MOTION TO STAY.pdf | As referenced in In re Tex. Educ. Agency, 619 S.W.3d 679 (Tex. 2021), this rule"
642 F. Supp. 1277,2,0,2,3,law_enforcement;jurisdiction;notice;rico;lockout_eviction,"RESEARCH\vLex-Vincent-IN-THE-UNITED-STATES-DISTRICT-COURT-FOR-THE-WESTERN-DISTRICT-OF-OKLAHOMA--CHARLES-DUSTIN-MYERS------ (1)-1.pdf | Platsis v. EF Hutton &amp; Co. Inc., 642 F. Supp. 1277 (W.D. Mich. 1986)"
659 S.W.3d 381,2,1,1,3,recusal;fraud_perjury;appeal;law_enforcement;notice,"CASE DOCS\08.29.25 - NOTICE OF INTENT TO COMMENCE FEDERAL ACTION-1.pdf | Heinrich, 284 S.W.3d 366 (Tex. 2009); Matzen v. McLane, 659 S.W.3d 381 (Tex."
709 F.2d 214,2,0,2,3,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-actively-transferred-funds--prepared-fraudulent-documents--and-lied-to-the-cou-1.pdf | No. 16-3664 (3rd Cir. Nov 15, 2017), and U.S. v. Riccobene, 709 F.2d 214"
760 F. Supp. 872,2,0,2,3,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-How-does-the-10th-Circuit-distinguish-between-the-person-and-the-enterprise-under-RICO--1.pdf | Similarly, in Skeet v. Sears, Roebuck & Co., 760 F. Supp. 872, 878 (D. Kan."
809 F.2d 1072,2,0,2,3,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-eXPLAIN-how-judges-and-attorneys-in-a-divorce-suit-can-be-implicated-in-a-rico-conspiracy-started-by-1.pdf | Similarly, U.S. v. Williams, 809 F.2d 1072 (5th Cir. 1987) was vacated by U.S."
811 S.W.2d 913,2,0,2,3,due_process;notice;fraud_perjury;appeal;hearing,"RESEARCH\FAILURE TO RESPOND.pdf | TransAmerican Natural Gas Corp. v. Powell, 811 S.W.2d 913, 918-19 (Tex."
830 S.W.2d 911,2,1,1,3,notice;appeal;sanctions_contempt;discovery;federal_court,"CASE DOCS\12.09.25 - 193.6 OBJECTION.pdf | Farah Mfg. Co., 830 S.W.2d 911 (Tex. 1992)."
872 S.W.2d 189,2,0,2,3,appeal;law_enforcement;notice;jurisdiction;custody,"RESEARCH\vLex-Vincent-NO--322-744263-23---NO--322-744538-23-ITMOMO-Morgan-Michelle-Myers-v-Charles-Dustin-Myers-MOTION-TO--1.pdf | J.W.T., In Interest of, 872 S.W.2d 189 (Tex. 1994)"
962 F.2d 187,2,0,2,3,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Defendants-made-ongoing-threats-to-Plaintiff--including-threats-of-future-criminal-activity--demonst-1.pdf | conduct"" (McLaughlin v. Anderson, 962 F.2d 187 (2nd Cir. 1992)). It is"
10 S.W.3d 346,2,0,2,2,law_enforcement;ex_parte;notice;jurisdiction;federal_court,"RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf | Tweedie v. State, 10 S.W.3d 346 (Tex. App. 1998)"
109 S.W.2d 211,2,0,2,2,law_enforcement;ex_parte;notice;jurisdiction;federal_court,"RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf | Ex parte Burns, 133 Tex.Cr.R. 77, 109 S.W.2d 211 (1937), made clear that"
112 S.W.3d 925,2,0,2,2,due_process;notice;jurisdiction;temporary_orders;federal_court,"RESEARCH\vLex-Vincent-If-a-judge-orders-a-86b9e418-1.pdf | requested temporary orders are in the children's best interest, without more, is not sufficient. See In re Ostrofsky, 112 S.W.3d 925, 929-30 (Tex. App.-Houston"
117 L. Ed. 2d 532,2,0,2,2,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (2)-1.pdf | 1311, 117 L. Ed. 2d 532 , the United States Supreme Court held that the ''by"
12 S.W.3d 913,2,0,2,2,law_enforcement;ex_parte;notice;jurisdiction;federal_court,"RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf | claim. Ex parte Gonzales, 12 S.W.3d 913 (Tex.App.Austin 2000, pet. refd)."
122 L. Ed. 2d 525,2,0,2,2,jurisdiction;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-What-are-the-legal-standards-for-RICO-civil-claims-in-the-10th-Circuit--including-the-requirements-f-1.pdf | Ct. 1163, 1170-73, 122 L. Ed. 2d 525 (1993)). For liability to be imposed"
124 S.W.3d 149,2,0,2,2,appeal;law_enforcement;notice;jurisdiction;hearing,"RESEARCH\vLex-Vincent-MANDAMUS-1--JUDGE-KAITCER--1-NO--25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--1.pdf | Corp., 124 S.W.3d 149, 151 (Tex.2003) (quoting CSR Ltd. v. Link, 925 S.W.2d"
126 S.W.3d 635,2,0,2,2,jurisdiction;federal_court;injunction;appeal;hearing,"RESEARCH\vLex-Vincent-Answer-Short-response-The-local-rule-requiring-all-briefs--proposed-orders--and-judgments-to-be-pres-1.pdf | inconsistent' with the rules.); In re Stark, 126 S.W.3d 635, 639 (Tex.App. "
134 S.W.3d 835,2,0,2,2,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-322-744263-23-IN-THE-322ND-DISTRICT-COURT--OF-TARRANT-COUNTY--TEXAS--Morgan-Michelle-Myers---------- (1)-1.pdf | S.W.3d 609, 614 (Tex. 2007); Cire v. Cummings, 134 S.W.3d 835, 838-39"
145 S.W.3d 316,2,0,2,2,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-322-744263-23-IN-THE-322ND-DISTRICT-COURT--OF-TARRANT-COUNTY--TEXAS--Morgan-Michelle-Myers---------- (1)-1.pdf | Roman v. State, 145 S.W.3d 316 (Tex. App. 2004)"
145 S.W.3d 683,2,0,2,2,law_enforcement;ex_parte;notice;jurisdiction;federal_court,"RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf | Preston v. State, 145 S.W.3d 683 (Tex. App. 2004)"
148  S.W.3d  124,2,2,0,2,fraud_perjury;appeal;discovery;law_enforcement;notice,"CASE DOCS\04.04.24 NOTICE OF FILING ORIGINAL PROCEEDING-1.pdf | appeal. In re Prudential Ins. Co., 148  S.W.3d  124,  135-36"
154 S.W.3d 610,2,0,2,2,law_enforcement;ex_parte;notice;jurisdiction;federal_court,"RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf | Dears v. State, 154 S.W.3d 610, 613 (Tex. Crim. App. 2005). Here, the clerk's"
156 S.W.3d 675,2,0,2,2,jurisdiction;federal_court;injunction;appeal;hearing,"RESEARCH\vLex-Vincent-Answer-Short-response-The-local-rule-requiring-all-briefs--proposed-orders--and-judgments-to-be-pres-1.pdf | Supreme Court of Texas'); see also Bourque v. State, 156 S.W.3d 675, 678"
160 S.W.3d 621,2,0,2,2,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-322-744263-23-IN-THE-322ND-DISTRICT-COURT--OF-TARRANT-COUNTY--TEXAS--Morgan-Michelle-Myers---------- (1)-1.pdf | Harris v. State, 160 S.W.3d 621 (Tex. 2005)"
162 F.3d 1090,2,0,2,2,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-The-wife-and-stepfather-s-actions-were-not-isolated-but-part-of-an-ongoing-scheme-to-defraud-the-hus-1.pdf | racketeering injured the plaintiff. Beck v. Prupis, 162 F.3d 1090, 1098 (11th"
173 F.3d 1226,2,0,2,2,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf | Utah State Sch. for the Deaf & Blind, 173 F.3d 1226, 1236 (10th Cir.1999)"
175 L. Ed. 2d 943,2,0,2,2,jurisdiction;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-obstruction-of-justice-for-filing-fraudulent-ple-1.pdf | Hemi Grp., LLC v. City of N.Y., 130 S.Ct. 983, 559 U.S. 1, 175 L. Ed. 2d 943"
176 F.3d 315,2,0,2,2,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-The-wife-and-stepfather-engaged-in-multiple-acts--including-defrauding-the-husband-of-his-home--empt-1.pdf | v. Auto Club Ins. Ass'n, 176 F.3d 315, 322 (6th Cir.1999) (quoting Kenty v."
178 S.W.3d 747,2,0,2,2,law_enforcement;ex_parte;notice;jurisdiction;federal_court,"RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf | Sultan v. Mathew, 178 S.W.3d 747 (Tex. 2005)"
197 F.3d 772,2,0,2,2,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (1)-1.pdf | on the alleged facts.' Spivey v. Robertson, 197 F.3d 772, 774 (5th Cir. 1999)."
210 S.W.3d 805,2,0,2,2,hearing;appeal,"RESEARCH\vLex-Vincent-The-court-coordinator-s-role-is-administrative--not-judicial--and-coordinators-are-not-authorized-to-1.pdf | (see Tex. Govt Code  21.002; see also In re Goodman, 210 S.W.3d 805, 808"
236 S.W.3d 875,2,0,2,2,law_enforcement;due_process;child_support_oag;ex_parte;notice,"RESEARCH\vLex-Vincent-A-litigant-walks-into-a-court-room-on-a-day-it-was-closed-due-to-inclement-weather--because-he-didnt-1.pdf | In re S.K.A., 236 S.W.3d 875 (Tex. App. 2007)"
246 F.3d 1018,2,0,2,2,jurisdiction;fraud_perjury;federal_court;civil_rights_1983;property_financial,"RESEARCH\vLex-Vincent-What-claims-can-be-made-in-federal-court-under-diversity-jurisdiction-if-a-victim-sues-a-perpetrator-1.pdf | Ettinger, 246 F.3d 1018, 1023 (7th Cir. 2001) (internal quotations and"
268 F.3d 103,2,0,2,2,jurisdiction;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-Draft-a-civil-RICO-complaint-based-on-the-provided-facts--establishing-the-existence-of-an-enterpris-1.pdf | Gen. v. R.J. Reynolds Tobacco Holdings, Inc., 268 F.3d 103, 107 (2d Cir."
29 S.W.3d 103,2,0,2,2,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-322-744263-23-IN-THE-322ND-DISTRICT-COURT--OF-TARRANT-COUNTY--TEXAS--Morgan-Michelle-Myers---------- (1)-1.pdf | standard. See Wesbrook v. State, 29 S.W.3d 103, 120 (Tex.Crim.App.2000);"
294 S.W.3d 328,2,0,2,2,recusal;fraud_perjury;appeal;law_enforcement;notice,"RESEARCH\vLex-Vincent-Answer-Short-response-The-litigant-has-a-strong-ultra-vires-claim-because-the-court-and-its-officers-1.pdf | Texas Department of State Health Services v. Holmes, 294 S.W.3d 328 (Tex."
299 S.W.3d 819,2,0,2,2,law_enforcement;due_process;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-1-NO--25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--RELATOR--On-Petition-for-W (1)-1.pdf | Co., 299 S.W.3d 819, 820 (Tex. 2009) (orig. proceeding). Whether a clear"
303 F.3d 765,2,0,2,2,jurisdiction;fraud_perjury;federal_court;civil_rights_1983;property_financial,"RESEARCH\vLex-Vincent-What-claims-can-be-made-in-federal-court-under-diversity-jurisdiction-if-a-victim-sues-a-perpetrator-1.pdf | Fund v. Biondi, 303 F.3d 765, 775 (7th Cir. 2002) (noting that common law"
31 F.3d 279,2,0,2,2,jurisdiction;federal_court;civil_rights_1983;appeal;sanctions_contempt,"RESEARCH\vLex-Vincent-Judicial-immunity-is-intended-to-protect-independent-judicial-decision-making--not-to-shield-judges--1.pdf | F.3d 654, 356 (5th Cir. 1995) (quoting Boyd, 31 F.3d 279 at 284). Judicial"
313 F.3d 257,2,0,2,2,fraud_perjury;appeal;law_enforcement;notice;jurisdiction,"RESEARCH\vLex-Vincent-Answer-Short-response-The-factual-allegations--if-proven--describe-a-coordinated-and-ongoing-scheme--1.pdf | Inc., 313 F.3d 257, 261-62 (5th Cir. 2002). Where mail and wire fraud are"
314 F. Supp. 2d 1198,2,0,2,2,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-The-wife-and-stepfather-s-actions-were-not-isolated-but-part-of-an-ongoing-scheme-to-defraud-the-hus-1.pdf | Lockheed Martin Corp. v. Boeing Co., 314 F. Supp. 2d 1198, 1221 (M.D. Fla."
321 S.W.3d 619,2,0,2,2,recusal;fraud_perjury;appeal;law_enforcement;notice,"RESEARCH\vLex-Vincent-Answer-Short-response-The-unprecedented-treatment-described-in-the-provided-record-including-apparen-1.pdf | State v. Krizan-Wilson, 321 S.W.3d 619 (Tex. App. 2010)"
322 U.S. 238,2,0,2,2,recusal;fraud_perjury;appeal;notice;jurisdiction,RESEARCH\vLex-Vincent-42-U-S-C----1983-Complaint-for-Injunctive-and-Declaratory-Relief-Introduction-Plaintiff-Charles-Dust-1.pdf | protect and safeguard the public. 322 U.S. 238 (1944). Courts have
328 S.W.3d 883,2,0,2,2,law_enforcement;due_process;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-1-NO--25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--RELATOR--On-Petition-for-W (1)-1.pdf | In re Olshan Found. Repair Co., 328 S.W.3d 883, 888 (Tex. 2010) (orig."
