citation,doc_count,doc_count_case,doc_count_research,total_hits,top_issues,sample_context
Inc. v. Perez | 819 S.W.2d 470,1,0,1,3,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | pet.) (citing Lear Siegler, Inc. v. Perez, 819 S.W.2d 470, 471 (Tex. 1991)). The"
Inc. v. Phan | 137 S.W.3d 763,1,0,1,3,due_process;notice;fraud_perjury;appeal;hearing,"RESEARCH\FAILURE TO RESPOND.pdf | In Texaco, Inc. v. Phan, 137 S.W.3d 763 (Tex. App. 2004), the court"
Inc. v. Royal | 46 F.3d 258,1,0,1,3,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-actively-transferred-funds--prepared-fraudulent-documents--and-lied-to-the-cou-1.pdf | In Jaguar Cars, Inc. v. Royal Oaks Motor Car Co., Inc., 46 F.3d 258 (3rd Cir."
Inc. v. Siegler | 899 S.W.2d 195,1,0,1,3,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | 2018) (citing Centeq Realty, Inc. v. Siegler, 899 S.W.2d 195, 197 (Tex. 1995))."
Inc. v. Steel | 997 S.W.2d 217,1,0,1,3,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | action."" Rhne-Poulenc, Inc. v. Steel, 997 S.W.2d 217, 223 (Tex. 1999),"
Inc. v. Western | 934 F.2d 976,1,0,1,3,notice;rico;lockout_eviction;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-The-complaint-alleges-an-association-in-fact-enterprise-among-Myers--Branthoover--and-Wilson--with-a-1.pdf | Inc. v. Western Sec. Bank, 934 F.2d 976 (8th Cir. 1991), ""A party alleging a"
Jackson v. Smith | 703 S.W.2d 791,1,0,1,3,jurisdiction;notice;lockout_eviction;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-What-constitutes--fraud-on-the-court--in-Texas--and-what-are-the-available-remedies-if-proven-in-a-d-1.pdf | Mazique v. Mazique, 742 S.W.2d at 808; Jackson v. Smith, 703 S.W.2d 791,"
James v. Hubbard | 985 S.W.2d 516,1,0,1,3,ex_parte;jurisdiction;notice;temporary_orders;lockout_eviction,"RESEARCH\vLex-Vincent-How-does-a-party-file-1.pdf | This approach was further supported in James v. Hubbard, 985 S.W.2d 516 (Tex. App. 1998), which held: ""We therefore hold a protective order rendered"
L.L.C. v. Veerjee | 358 S.W.3d 841,1,0,1,3,federal_court;appeal,"RESEARCH\vLex-Vincent-What-is-the-hierarchy-of-legal-authorities-in-Texas--including-the-Texas-Constitution--statutes--suc-1.pdf | expressly repeals it (Senter Invs., L.L.C. v. Veerjee, 358 S.W.3d 841, 849"
L.P. v. Barclays | 594 F.3d 383,1,0,1,3,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (8)-1.pdf | (U.S.), L.P. v. Barclays Bank PLC, 594 F.3d 383 (5th Cir. 2010), citing Collins,"
LLC v. Aspeon | 316 F.3d 1048,1,0,1,3,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent--Plaintiff-has-requested-leave-to-amend-to-add-new-facts--including-additional-threats-and-predicate-1.pdf | Capital, LLC v. Aspeon, Inc., 316 F.3d 1048 (9th Cir. 2003), reinforce"
LLC v. Englert | 711 F.3d 1153,1,0,1,3,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-------------------------II--TIMELINE-OF-EVENTS-BACKGROUND--Morgan-Michelle-Myers----Myers---and-Char (1)-1.pdf | difficult. See KleinBecker USA, LLC v. Englert, 711 F.3d 1153 (10th Cir."
Longmire v. Guste | 921 F.2d 620,1,0,1,3,jurisdiction;lockout_eviction;federal_court;associate_judge;appeal,"RESEARCH\vLex-Vincent-An-associate-judge-presided-over-a-motion-that-was-filed-as-a-de-novo-request-following-a-prior-hear-1.pdf | issued the original findings. In Longmire v. Guste, 921 F.2d 620 (5th Cir."
Lovelace v. Downey | 783 S.W.2d 824,1,0,1,3,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-MANDAMUS-1--JUDGE-KAITCER--1-NO--25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--1.pdf | Lovelace v. Downey, 783 S.W.2d 824 (Tex. App. 1990) was declined to"
Ltd. v. Leighton | 833 F.2d 183,1,0,1,3,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent--Plaintiff-has-requested-leave-to-amend-to-add-new-facts--including-additional-threats-and-predicate-1.pdf | DCD Programs, Ltd. v. Leighton, 833 F.2d 183, 186 (9th Cir.1987)."
McGuire v. McGuire | 18 S.W.3d 801,1,0,1,3,law_enforcement;due_process;jurisdiction;temporary_orders;lockout_eviction,"RESEARCH\vLex-Vincent-If-a-party-in-Texas-1.pdf | This principle has been upheld in numerous subsequent cases. In McGuire v. McGuire, 18 S.W.3d 801 (Tex. App. 2000), the court emphasized that ""Subject"
Michael v. Dyke | 41 S.W.3d 746,1,0,1,3,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | grounds is great."" Michael v. Dyke, 41 S.W.3d 746 (Tex. App. 2001) (""The"
Milner v. Kilgore | 407 S.W.3d 416,1,0,1,3,law_enforcement;due_process;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf | mandamus relief is available (In re Pate, 407 S.W.3d 416 (Tex. App. 2013); Milner v. Kilgore, 718 S.W.2d 759 (Tex. App. 1986))."
Miss. v. U.S | 731 F.2d 1160,1,0,1,3,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent--TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcou-1.pdf | County, Miss. v. U.S. Interstate Supplies, Inc., 731 F.2d 1160, 1167 (5th Cir."
Mitchum v. Foster | 407 U.S. 225,1,0,1,3,law_enforcement;due_process;jurisdiction;federal_court;associate_judge,"RESEARCH\vLex-Vincent-The-father-has-exhausted-all-available-state-remedies--including-six-mandamus-petitions--and-has-bee-1.pdf | The Supreme Courts decision in Mitchum v. Foster, 407 U.S. 225 (1972) is"
Moore v. Brown | 993 S.W.2d 871,1,0,1,3,jurisdiction;notice;lockout_eviction;federal_court;appeal,"RESEARCH\vLex-Vincent-There-is-no-final-divorce-decree-or-valid-court-order-in-place--the-orders-issued-are-facially-void--1.pdf | jurisdiction (Moore v. Brown, 993 S.W.2d 871 (Tex. App. 1999); Trevino"
News v. Fifth | 842 S.W.2d 655,1,0,1,3,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\HIDING DOCUMENTS FROM PUBLIC.pdf | Dallas Morning News v. Fifth Court of Appeals, 842 S.W.2d 655 (Tex. 1992)"
O'Meara v. O'Meara | 181 S.W.2d 891,1,0,1,3,law_enforcement;due_process;ex_parte;notice;temporary_orders,"RESEARCH\vLex-Vincent-1--A-father-was-ordered-out-of-his-home-without-any-findings-and-without-issuing-any-protective-orde-1.pdf | O'Meara v. O'Meara, 181 S.W.2d 891 (Tex. App. 1944))."
Parker v. Mann | 957 S.W.2d 860,1,0,1,3,jurisdiction;fraud_perjury;federal_court;appeal;hearing,"RESEARCH\ATTORNEY FAILURE TO PROSECUTE.pdf | App. 2023); Jimison by Parker v. Mann, 957 S.W.2d 860 (Tex. App. 1997);"
Perkins v. Groff | 936 S.W.2d 661,1,0,1,3,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | motion."" Perkins v. Groff, 936 S.W.2d 661 (Tex. App. 1996)."
Powell v. Stover | 165 S.W.3d 322,1,0,1,3,law_enforcement;due_process;jurisdiction;temporary_orders;lockout_eviction,"RESEARCH\vLex-Vincent-If-a-party-in-Texas-1.pdf | In Powell v. Stover, 165 S.W.3d 322 (Tex. 2005), the Texas Supreme Court conditionally granted a writ of mandamus where a Texas court improperly assumed"
Rathmell v. Morrison | 732 S.W.2d 6,1,0,1,3,jurisdiction;notice;lockout_eviction;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-What-constitutes--fraud-on-the-court--in-Texas--and-what-are-the-available-remedies-if-proven-in-a-d-1.pdf | Rathmell v. Morrison, 732 S.W.2d 6, 13 (Tex. App. 1987)"
Rhone-Poulenc v. Steel | 997 S.W.2d 217,1,0,1,3,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | fact remains."" Rhone-Poulenc v. Steel, 997 S.W.2d 217, 42 Tex. Sup. Ct. J."
Ruiz v. Ruiz | 946 S.W.2d 123,1,0,1,3,ex_parte;jurisdiction;notice;temporary_orders;lockout_eviction,"RESEARCH\vLex-Vincent-How-does-a-party-file-1.pdf | mandamus. Ruiz v. Ruiz, 946 S.W.2d 123 (Tex. App. 1997) concluded: ""Absent action by the legislature, the method for seeking review of a protective order"
Samudio v. State | 648 S.W.2d 312,1,0,1,3,ex_parte;notice;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-How-and-when-can-a-party-invoke-their-right-to-a-jury-trial--1.pdf | (Samudio v. State, 648 S.W.2d 312 (Tex. Crim. App. 1983); State v. Welch,"
Simpson v. Sanderson | 744 F.3d 702,1,0,1,3,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Plaintiff-was-unlawfully-removed-from-his-residence--which-he-relied-on-to-earn-a-living-for-his-fam-1.pdf | Simpson v. Sanderson Farms, Inc., 744 F.3d 702 (11th Cir. 2014) provides a"
Slicker v. Slicker | 464 S.W.3d 850,1,0,1,3,due_process;property_financial;fraud_perjury;appeal,"RESEARCH\transfer of funds to herself.pdf | In Slicker v. Slicker, 464 S.W.3d 850 (Tex. App. 2015), the court"
Smith v. Jones | 123 S.W.3d 456,1,0,1,3,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-NO--322-744263-23---NO--322-744538-23-ITMOMO-Morgan-Michelle-Myers-v-Charles-Dustin-Myers-MOTION-TO--1.pdf | (Smith v. Jones, 123 S.W.3d 456, 460 (Tex. 2003)). A CERTIFIED COPY"
Smith v. U.S | 561 F.3d 1090,1,0,1,3,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Plaintiff-s-complaint-contains-detailed-factual-allegations-regarding-the-timing--nature--and-purpos-1.pdf | 127 S.Ct. 2499, 168 L.Ed.2d 179 (2007); Smith v. U.S., 561 F.3d 1090, 1098"
Spindler v. State | 740 S.W.2d 789,1,0,1,3,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-The-associate-judge-in-the-Texas-family-law-case-acted-without-a-valid-order-of-referral--as-require-1.pdf | Similarly, Spindler v. State, 740 S.W.2d 789 (Tex. Crim. App. 1987)"
States v. Coppola | 671 F.3d 220,1,0,1,3,law_enforcement;jurisdiction;rico;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-and-Daniel-Kenneth-Branthoover-engaged-in-multiple-acts--including-preparing-f-1.pdf | The Second Circuit in United States v. Coppola, 671 F.3d 220, 220 (2nd Cir."
States v. Daniel | 329 F.3d 480,1,0,1,3,jurisdiction;notice;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-The-mother-and-stepfather-acted-with-the-intent-to-deceive-and-gain-an-unfair-advantage-in-divorce-p-1.pdf | Similarly, in United States v. Daniel, 329 F.3d 480 (6th Cir. 2003), the court"
States v. Feliciano | 223 F.3d 102,1,0,1,3,jurisdiction;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-transferred--1-576-across-state-lines-via-PayPal-from-Oklahoma-to-Daniel-Kenne-1.pdf | ""See United States v. Feliciano, 223 F.3d 102, 117 (2d Cir. 2000) (holding"
States v. Ferriero | 866 F.3d 107,1,0,1,3,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-actively-transferred-funds--prepared-fraudulent-documents--and-lied-to-the-cou-1.pdf | In United States v. Ferriero, 866 F.3d 107 (3rd Cir. 2017), the Third Circuit"
States v. Jones | 873 F.3d 482,1,0,1,3,law_enforcement;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Defendants-Myers-and-Branthoover-agreed-to-work-together-to-defraud-Plaintiff-and-deprive-him-of-his-1.pdf | United States v. Jones, 873 F.3d 482, 489 (5th Cir. 2017) (""A co-conspirator"
States v. Miller | 953 F.3d 1095,1,0,1,3,jurisdiction;notice;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-The-mother-and-stepfather-acted-with-the-intent-to-deceive-and-gain-an-unfair-advantage-in-divorce-p-1.pdf | Ninth Circuit in United States v. Miller, 953 F.3d 1095 (9th Cir. 2020) held"
States v. Onyeri | 996 F.3d 274,1,0,1,3,law_enforcement;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Defendants-Myers-and-Branthoover-agreed-to-work-together-to-defraud-Plaintiff-and-deprive-him-of-his-1.pdf | States v. Onyeri, 996 F.3d 274, 280 (5th Cir. 2021))."
States v. Ruan | 966 F.3d 1101,1,0,1,3,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Defendants-Myers-and-Branthoover-coordinated-and-planned-the-fraudulent-acts--including-wire-fraud---1.pdf | outlined in United States v. Ruan, 966 F.3d 1101 (11th Cir. 2020). The court"
Sullivan v. Boettcher | 714 F. Supp. 1132,1,0,1,3,jurisdiction;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-What-constitutes-an-enterprise-under-RICO-in-the-10th-Circuit--1.pdf | In Sullivan v. Boettcher & Co., 714 F. Supp. 1132 (D. Colo. 1989), the court"
Switzer v. Coan | 261 F.3d 985,1,0,1,3,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-How-does-the-10th-Circuit-distinguish-between-the-person-and-the-enterprise-under-RICO--1.pdf | 'enterprise,'"" Switzer v. Coan et al., 261 F.3d 985, 992 (10th Cir. 2001). This"
T.L. v. Cook | 607 S.W.3d 9,1,0,1,3,law_enforcement;due_process;ex_parte;notice;jurisdiction,"RESEARCH\REFUSAL TO HEAR TRO.pdf | T.L. v. Cook Children's Med. Ctr., 607 S.W.3d 9 (Tex. App. 2020) and"
Thomas v. Allen | 837 S.W.2d 631,1,0,1,3,law_enforcement;due_process;jurisdiction;federal_court;associate_judge,"RESEARCH\vLex-Vincent-The-father-has-exhausted-all-available-state-remedies--including-six-mandamus-petitions--and-has-bee-1.pdf | Further, the Texas Supreme Court in Thomas v. Allen, 837 S.W.2d 631 (Tex."
U.S. v. Baker | 82 F.3d 273,1,0,1,3,law_enforcement;jurisdiction;rico;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-Defendant-Myers-traveled-from-Texas-to-Oklahoma-to-meet-with-Branthoover--where-they-prepared-fraudu-1.pdf | promote or facilitate unlawful activity. In U.S. v. Baker, 82 F.3d 273 (8th Cir."
U.S. v. Bledsoe | 674 F.2d 647,1,0,1,3,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-and-Daniel-Branthoover-collaborated-to-devise-a-scheme-involving-the-preparati-1.pdf | The Eighth Circuit, in U.S. v. Bledsoe, 674 F.2d 647 (8th Cir. 1982), noted"
U.S. v. Cardall | 885 F.2d 656,1,0,1,3,jurisdiction;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Funds-exceeding--5-000-were-transferred-from-Texas-to-Oklahoma-via-PayPal-as-part-of-the-fraudulent--1.pdf | immaterial to the statute's application. In U.S. v. Cardall, 885 F.2d 656 (10th"
U.S. v. Carlock | 806 F.2d 535,1,0,1,3,law_enforcement;federal_court;civil_rights_1983;appeal;sanctions_contempt,"RESEARCH\vLex-Vincent-Extortion-Under-Color-of-Official-Right--Extortion-under-color-of-official-right-does-not-require-pr-1.pdf | U.S. v. Carlock, 806 F.2d 535 (5th Cir. 1986) and United States v. Hyde,"
U.S. v. Esposito | 771 F.2d 283,1,0,1,3,law_enforcement;jurisdiction;rico;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-Defendant-Myers-traveled-from-Texas-to-Oklahoma-to-meet-with-Branthoover--where-they-prepared-fraudu-1.pdf | U.S. v. Esposito, 771 F.2d 283 (7th Cir. 1985) quoted the Travel Act's"
U.S. v. Johnston | 258 F.3d 361,1,0,1,3,jurisdiction;lockout_eviction;federal_court;associate_judge;appeal,"RESEARCH\vLex-Vincent-An-associate-judge-presided-over-a-motion-that-was-filed-as-a-de-novo-request-following-a-prior-hear-1.pdf | U.S. v. Johnston, 258 F.3d 361 (5th Cir. 2001), which held that only an Article"
U.S. v. Keller | 14 F.3d 1051,1,0,1,3,law_enforcement;due_process;notice;jurisdiction;rico,"RESEARCH\vLex-Vincent----A-woman--the-Petitioner--opened-a-private-bank-account--transferred--1-576-from-the-marital-estat-1.pdf | to defraud or cause harm (U.S. v. Keller, 14 F.3d 1051 (5th Cir. 1994); U.S. v."
U.S. v. Killip | 819 F.2d 1542,1,0,1,3,jurisdiction;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-What-is-the-relationship-test-under-RICO-in-the-10th-Circuit--1.pdf | Similarly, in U.S. v. Killip, 819 F.2d 1542 (10th Cir. 1987), the court"
U.S. v. Licavoli | 725 F.2d 1040,1,0,1,3,law_enforcement;jurisdiction;rico;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-and-Daniel-Kenneth-Branthoover-engaged-in-multiple-acts--including-preparing-f-1.pdf | Similarly, in U.S. v. Licavoli, 725 F.2d 1040, 1040 (6th Cir. 1984), the Sixth"
U.S. v. Massa | 740 F.2d 629,1,0,1,3,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Morgan-and-Daniel-engaged-in-multiple-acts--including-the-preparation-of-false-court-documents-and-t-1.pdf | It's important to note that U.S. v. Massa, 740 F.2d 629 (8th Cir. 1984), which"
U.S. v. Reifler | 446 F.3d 65,1,0,1,3,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Morgan-and-Daniel-engaged-in-multiple-acts--including-the-preparation-of-false-court-documents-and-t-1.pdf | U.S. v. Reifler, 446 F.3d 65 (2nd Cir. 2006) noted that to prove a RICO"
U.S. v. Stack | 853 F.2d 436,1,0,1,3,jurisdiction;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Funds-exceeding--5-000-were-transferred-from-Texas-to-Oklahoma-via-PayPal-as-part-of-the-fraudulent--1.pdf | Similarly, in U.S. v. Stack, 853 F.2d 436 (6th Cir. 1988), the court recognized"
U.S. v. Stephens | 964 F.2d 424,1,0,1,3,law_enforcement;federal_court;civil_rights_1983;appeal;sanctions_contempt,"RESEARCH\vLex-Vincent-Extortion-Under-Color-of-Official-Right--Extortion-under-color-of-official-right-does-not-require-pr-1.pdf | 2d 245, 250 (5th Cir. 1986); U.S. v. Stephens, 964 F.2d 424, 427 (5th Cir."
Walker v. Harris | 924 S.W.2d 375,1,0,1,3,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | Walker v. Harris, 924 S.W.2d 375, 376 (Tex. 1996). To determine if the"
Wheeler v. Green | 157 S.W.3d 439,1,0,1,3,due_process;notice;fraud_perjury;appeal;hearing,"RESEARCH\FAILURE TO RESPOND.pdf | 08-23-00321-CV (Tex. App. Sep 04, 2024); Wheeler v. Green, 157 S.W.3d 439"
Williams v. Aztar | 351 F.3d 294,1,0,1,3,jurisdiction;notice;rico;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-Under-what-statutes-should-a-father-seek-relief-for-mail-fraud-in-a-RICO-suit-against-his-spouse--hi-1.pdf | Williams v. Aztar Indiana Gaming Corp., 351 F.3d 294 (7th Cir. 2003)"
Zellers v. Barthel | 727 S.W.2d 364,1,0,1,3,jurisdiction;notice;lockout_eviction;federal_court;appeal,"RESEARCH\vLex-Vincent-There-is-no-final-divorce-decree-or-valid-court-order-in-place--the-orders-issued-are-facially-void--1.pdf | App. 1995); Zellers v. Barthel, 727 S.W.2d 364 (Tex. App. 1987); Ault v."
Al-Kazemi v. General | 633 F. Supp. 540,1,0,1,2,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Morgan-and-Daniel-engaged-in-multiple-acts--including-the-preparation-of-false-court-documents-and-t-1.pdf | Al-Kazemi v. General Acceptance & Inv. Corp., 633 F. Supp. 540 (D. D.C."
Ammons v. Baldwin | 994 F.2d 1121,1,0,1,2,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-Answer-Short-response-While-the-plaintiff-s-allegations--if-proven--could-potentially-satisfy-the-el-1.pdf | Malina v. Gonzales, 994 F.2d 1121 (5th Cir. 1993); Ammons v. Baldwin, 705"
Arsenaux v. Roberts | 726 F.2d 1022,1,0,1,2,law_enforcement;due_process;jurisdiction;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-In-a-divorce-proceeding-that-has-not-been-finalized--if-a-third-party-fraudulently-induces-the-court-1.pdf | Similarly, the Fifth Circuit in Arsenaux v. Roberts, 726 F.2d 1022 (5th Cir."
Bakali v. Bakali | 830 S.W.2d 251,1,0,1,2,law_enforcement;due_process;ex_parte;notice;temporary_orders,"RESEARCH\vLex-Vincent-1--A-father-was-ordered-out-of-his-home-without-any-findings-and-without-issuing-any-protective-orde-1.pdf | Ranch, 118 S.W.3d at 753; Bakali v. Bakali, 830 S.W.2d 251, 255 (Tex.App.-"
Barnes v. Archer | 77 S.W.2d 883,1,0,1,2,law_enforcement;jurisdiction;fraud_perjury;appeal;property_financial,"RESEARCH\vLex-Vincent-Wife-conspired-with-someone-in-1.pdf | While dated, Barnes v. Archer, 77 S.W.2d 883 (Tex. App. 1934) establishes an important historical precedent in Texas law: ""It is now well settled in this state that"
Bates v. Tesar | 81 S.W.3d 411,1,1,0,2,law_enforcement;notice;fraud_perjury;federal_court;discovery,"CASE DOCS\12.09.25 - RESPONDENT'S PROPOSED PARENTING PLAN.pdf | 153.134; Bates v. Tesar, 81 S.W.3d 411 (Tex. App. 2002)). In a case where the alleged"
