citation,doc_count,doc_count_case,doc_count_research,total_hits,top_issues,sample_context
Douglass v. United,1,0,1,11,jurisdiction;notice;federal_court;associate_judge;appeal,"RESEARCH\vLex-Vincent-The-relevant-statute-or-local-rule-limits-the-authority-of-associate-judges-to-conduct-initial-heari-1.pdf | (1985); Douglass v. United Services Automobile Ass'n, 79 F.3d 1415, 1428-29"
Ex parte Brister,1,0,1,10,law_enforcement;due_process;ex_parte;notice;temporary_orders,"RESEARCH\vLex-Vincent-If-temporary-orders-in-Texas-are-issued-without-the-respondent-s-and-their-counsel-s-signatures--but-1.pdf | respondent must do to comply, as established in Ex parte Brister, 801 S.W.2d"
Rodriguez v. Bowen,1,0,1,10,jurisdiction;notice;federal_court;associate_judge;appeal,"RESEARCH\vLex-Vincent-The-relevant-statute-or-local-rule-limits-the-authority-of-associate-judges-to-conduct-initial-heari-1.pdf | recommendations, see Rodriguez v. Bowen, 857 F.2d 275, 276-77 (5th Cir."
State v. Cuarenta,1,0,1,9,federal_court;associate_judge;appeal;hearing;property_financial,"RESEARCH\vLex-Vincent-If-someone-pleads-no-contest-to-a-speeding-ticket-in-Texas--what-are-some-lesser-known-legal-strateg-1.pdf | In State v. Cuarenta, 703 S.W.3d 429 (Tex. App. 2024), the court noted that"
States v. Elsoffer,1,0,1,9,jurisdiction;notice;federal_court;associate_judge;appeal,"RESEARCH\vLex-Vincent-The-relevant-statute-or-local-rule-limits-the-authority-of-associate-judges-to-conduct-initial-heari-1.pdf | 1983); United States v. Elsoffer, 644 F.2d 357, 359 (5th Cir. 1981) (per"
Corp.. v. Stone,1,0,1,8,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-IN-THE-MATTER-OF-THE-MARRIAGE-OF-MORGAN-MICHELLE-MYERS-AND-CHARLES-DUSTIN-MYERS-AND-IN-THE-INTEREST--1.pdf | Corp.. v. Stone, 342 S.W.3d 96 (Tex. App. 2011)). Sanctions under Rule"
In re N.G,1,0,1,8,due_process;jurisdiction;notice;federal_court;appeal,"RESEARCH\vLex-Vincent-What-Texas-case-law-supports-1.pdf | reversing the termination of parental rights under specific statutory grounds, particularly under Tex. Fam. Code  161.001(b)(1)(D) or (E) (In re N.G., 577 S.W.3d"
Inc. v. Tex,1,1,0,8,law_enforcement;recusal;notice;jurisdiction;lockout_eviction,"CASE DOCS\05-04-2023-Agreed_Motion-1.pdf-1.pdf | this state. Hous. & Cmty. Servs., Inc. v. Tex. Windstorm Ins. Assn, 515 S.W.3d 906, n.1,"
Kahn v. Garcia,1,0,1,8,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-IN-THE-MATTER-OF-THE-MARRIAGE-OF-MORGAN-MICHELLE-MYERS-AND-CHARLES-DUSTIN-MYERS-AND-IN-THE-INTEREST--1.pdf | imposed (Kahn v. Garcia, 816 S.W.2d 131 (Tex. App. 1991)). The Texas Code"
L.P. v. Pro,1,1,0,8,law_enforcement;recusal;notice;jurisdiction;lockout_eviction,"CASE DOCS\05-04-2023-Agreed_Motion-1.pdf-1.pdf | v. United States, 140 S. Ct. 1308, 1320 (2020); Crosstex Energy Servs., L.P. v. Pro Plus,"
States v. Rashad,1,0,1,8,law_enforcement;federal_court;civil_rights_1983;appeal;sanctions_contempt,"RESEARCH\vLex-Vincent-Extortion-Under-Color-of-Official-Right--Extortion-under-color-of-official-right-does-not-require-pr-1.pdf | requirement (United States v. Rashad, 687 F.3d 637, 643 (5th Cir. 2012);"
Swain v. Dobbs,1,0,1,8,jurisdiction;fraud_perjury;federal_court;appeal;hearing,"RESEARCH\ATTORNEY FAILURE TO PROSECUTE.pdf | is strictly limited to licensed attorneys (Swain v. Dobbs, 692 S.W.3d 720 (Tex."
Chavez v. State,1,0,1,7,ex_parte;notice;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-How-and-when-can-a-party-invoke-their-right-to-a-jury-trial--1.pdf | provisions for waiver in non-capital cases (Chavez v. State; Hall v. State, 39"
Co. v. Broad,1,0,1,7,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-------------------------II--TIMELINE-OF-EVENTS-BACKGROUND--Morgan-Michelle-Myers----Myers---and-Char (2)-1.pdf | Cir. 2003); CGC Holding Co. v. Broad & Cassel, 773 F.3d 1076 (10th Cir."
Corp. v. Catrett,1,0,1,7,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | judgment as a matter of law. See Celotex Corp. v. Catrett, 477 U.S. 317 ;"
In re Diana,1,0,1,7,law_enforcement;due_process;ex_parte;notice;jurisdiction,"RESEARCH\REFUSAL TO HEAR TRO.pdf | In In re Diana, 13-24-00287-CV (Tex. App. Jun 28, 2024), the court held"
In re Penafiel,1,0,1,7,jurisdiction;notice;lockout_eviction;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-What-constitutes--fraud-on-the-court--in-Texas--and-what-are-the-available-remedies-if-proven-in-a-d-1.pdf | opportunity to assert their rights (In re Penafiel, 633 S.W.3d 36 (Tex."
In re Russell,1,0,1,7,law_enforcement;due_process;ex_parte;notice;temporary_orders,"RESEARCH\vLex-Vincent-If-temporary-orders-in-Texas-are-issued-without-the-respondent-s-and-their-counsel-s-signatures--but-1.pdf | The Texas Court of Appeals addressed a similar issue in In re Russell, 321"
In re Sproul,1,0,1,7,due_process;ex_parte;notice;jurisdiction;temporary_orders,RESEARCH\TRIAL BY AMBUSH.pdf | 1. Jurisdiction and Due Process: In re Sproul
In re Welsh,1,0,1,7,recusal;ex_parte;notice;jurisdiction;federal_court,"RESEARCH\vLex-Vincent-The-regional-presiding-judge-has (2)-1.pdf | Apr. 25, 2022); see also In re Welsh, NO. 09-20-00251-CV, at *2 (Tex. App. Dec. 3, 2020)."
In re Z.M.M,1,0,1,7,due_process;jurisdiction;notice;federal_court;appeal,"RESEARCH\vLex-Vincent-What-Texas-case-law-supports-1.pdf | 230 (Tex. 2019); In re Z.M.M., 577 S.W.3d 541 (Tex. 2019)). This requirement is rooted in the need for meaningful appellate review and the avoidance of"
Inc. v. Johnson,1,0,1,7,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | defense."" Randall's Food Mkts., Inc. v. Johnson, 891 S.W.2d 640,"
Norris v. Hearst,1,0,1,7,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (8)-1.pdf | matters of public record."" Norris v. Hearst Trust, 500 F.3d 454, 461 n. 9 (5th"
Stewart v. Wells,1,0,1,7,recusal;fraud_perjury;appeal;discovery;law_enforcement,RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (3)-1.pdf | See Stewart v. Wells (2020-05-26); McCloskey v. McCloskey (In re
Taylor v. Charter,1,0,1,7,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (8)-1.pdf | factual findings of another court (Taylor v. Charter Medical Corp., 162 F.3d"
Ayala v. Minniti,1,0,1,6,law_enforcement;due_process;ex_parte;notice;temporary_orders,"RESEARCH\vLex-Vincent-If-temporary-orders-in-Texas-are-issued-without-the-respondent-s-and-their-counsel-s-signatures--but-1.pdf | In Ayala v. Minniti, 714 S.W.2d 452 (Tex. App. 1986), the court addressed the"
Birnbaum v. Law,1,1,0,6,law_enforcement;recusal;notice;jurisdiction;rico,"CASE DOCS\09.03.25 - FIRST AMENDED REQUEST FOR EMERGENCY STAY AND INJUNCTIVE RELIEF-1.pdf | continued criminal activity (Birnbaum v. Law Offices of G. David Westfall, 120 S.W.3d 470 (Tex."
Cinel v. Connick,1,0,1,6,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (8)-1.pdf | summary judgment (Cinel v. Connick, 15 F.3d 1338 (5th Cir. 1994); Munoz v."
Cook v. Nacogdoches,1,0,1,6,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | essential elements of a claim."" Cook v. Nacogdoches Anesthesia Group, 167"
Forney v. Jorrie,1,0,1,6,jurisdiction;notice;lockout_eviction;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-What-constitutes--fraud-on-the-court--in-Texas--and-what-are-the-available-remedies-if-proven-in-a-d-1.pdf | App. 2001); Forney v. Jorrie, 511 S.W.2d 379 (Tex. Ct. App. 1974))"
In re Paxton,1,0,1,6,recusal;ex_parte;jurisdiction;federal_court;appeal,"RESEARCH\vLex-Vincent-Can-an-administrative-judge-use-1.pdf | In In re Paxton, No. 05-17-00507-CV, No. 05-17-00508-CV, No. 05-17-00509-CV (Tex. App. May 30, 2017), the Texas Court of Appeals addressed the use of"
Inc. v. Alvarez,1,0,1,6,due_process;notice;fraud_perjury;appeal;hearing,"RESEARCH\FAILURE TO RESPOND.pdf | sufficiency challenges and sanctions. In Contico Intern., Inc. v. Alvarez, 910"
Inc. v. Fielding,1,0,1,6,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | judgment."" Mann Frankfort Stein & Lipp Advisors, Inc. v. Fielding, 289 S.W."
Inc. v. Garelick,1,0,1,6,law_enforcement;jurisdiction;rico;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-and-Daniel-Kenneth-Branthoover-engaged-in-multiple-acts--including-preparing-f-1.pdf | 3BTech Inc. v. Garelick, 3:21-CV-34 JD (N.D. Ind. Nov 09, 2021)."
Inc. v. Martinez,1,0,1,6,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | Science Spectrum, Inc. v. Martinez, 941 S.W.2d 910, 911 (Tex.1997);"
Lopez v. Smith,1,0,1,6,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent--Plaintiff-has-requested-leave-to-amend-to-add-new-facts--including-additional-threats-and-predicate-1.pdf | (9th Cir. 1992); Lopez v. Smith, 203 F.3d 1122, 2000 WL 144385 (9th Cir."
Miller v. State,1,1,0,6,law_enforcement;recusal;notice;jurisdiction;lockout_eviction,"CASE DOCS\05-04-2023-Agreed_Motion-1.pdf-1.pdf | Miller v. State,"
Miss. v. U.S,1,0,1,6,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent--TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcou-1.pdf | Advocacy (2024-01-01); Alcorn County, Miss. v. U.S. Interstate Supplies, Inc.,"
Mixon v. Moye,1,0,1,6,recusal;ex_parte;notice;federal_court;associate_judge,"RESEARCH\vLex-Vincent-THE-STATE-OF-TEXAS-8th-ADMINISTRATIVE-JUDICIAL-REGION-ORDER-OF-ASSIGNMENT-BY-THE-PRESIDING-JUDGE-Pur-1.pdf | 858 (Tex. App. 2006); Mixon v. Moye, 860 S.W.2d 209 (Tex. App. 1993))."
Olvera v. Fid,1,0,1,6,law_enforcement;notice;appeal;hearing;sanctions_contempt,"RESEARCH\NO DISCLOSURE OF TESTIMONY.pdf | prejudice the other parties (Olvera v. Fid. & Deposit Co. of Md.,"
Pace v. Aces,1,0,1,6,law_enforcement;due_process;ex_parte;notice;fraud_perjury,"RESEARCH\rule 13 and rule 10.pdf | Chapter 10 with ""bad faith"" under Rule 13 (Christopher Pace v. Aces"
Phelps v. Hamilton,1,0,1,6,law_enforcement;ex_parte;jurisdiction;rico;lockout_eviction,"RESEARCH\vLex-Vincent-IN-THE-UNITED-STATES-DISTRICT-COURT-FOR-THE-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS--Plain-03d92fa3-1.pdf | Similarly, Phelps v. Hamilton, 59 F.3d 1058 (10th Cir. 1995) explained that"
Rodrigues v. Alvara,1,0,1,6,law_enforcement;ex_parte;jurisdiction;notice;temporary_orders,"RESEARCH\OAG IMPROPER ARREARS.pdf | Rodrigues v. Alvara, 14-24-00625-CV (Tex. App. Aug 12, 2025))."
State v. Hollis,1,0,1,6,federal_court;associate_judge;appeal;hearing;property_financial,"RESEARCH\vLex-Vincent-If-someone-pleads-no-contest-to-a-speeding-ticket-in-Texas--what-are-some-lesser-known-legal-strateg-1.pdf | State v. Hollis, 327 S.W.3d 750 (Tex. App. 2010) further elaborates on the"
States v. ABS,1,0,1,6,law_enforcement;due_process;jurisdiction;notice;federal_court,"RESEARCH\vLex-Vincent-If-requesting-service-by-U-S--Marshals-and-filing-in-Oklahoma-federal-court--how-can-service-be-effe-1.pdf | For corporate defendants specifically, United States v. ABS Staffing Sols.,"
States v. Bergdoll,1,0,1,6,law_enforcement;jurisdiction;rico;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-Defendant-Myers-traveled-from-Texas-to-Oklahoma-to-meet-with-Branthoover--where-they-prepared-fraudu-1.pdf | States v. Bergdoll, 412 F.Supp. 1308 (D.Del.1976), which held that ""limited,"
States v. Hyde,1,0,1,6,law_enforcement;federal_court;civil_rights_1983;appeal;sanctions_contempt,"RESEARCH\vLex-Vincent-Extortion-Under-Color-of-Official-Right--Extortion-under-color-of-official-right-does-not-require-pr-1.pdf | Pattan, 931 F.2d 1035, 1040 (5th Cir. 1991); United States v. Hyde, 448 F.2d"
States v. Joseph,1,0,1,6,jurisdiction;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-What-are-the-differences-between-subsections--a----b----c---and--d--of-the-RICO-statute-in-the-10th--1.pdf | interstate or foreign commerce."" United States v. Joseph, CR 17-02483 KG/"
U.S. v. Darden,1,0,1,6,jurisdiction;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers--Margie-Evonne-Wilson--and-Danielle-Kenneth-Branthoover-each-played-a-role-in--1.pdf | In U.S. v. Darden, 70 F.3d 1507 (8th Cir. 1995), the court elaborated on the"
U.S. v. Kunzman,1,0,1,6,jurisdiction;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-Myers-and-Branthoover-communicated-across-state-lines--Texas-and-Oklahoma--via-text-messages-and-pho-1.pdf | In U.S. v. Kunzman, 54 F.3d 1522 (10th Cir. 1995), the Tenth Circuit found"
Union v. Loya,1,0,1,6,law_enforcement;jurisdiction;notice;temporary_orders;federal_court,"RESEARCH\vLex-Vincent-If-an-agreed-temporary-order--not-adopted-by-the-district-judge--bears-only-an-associate-judge-s-sig-1.pdf | signatures as a condition of validity. In Firstlight Fed. Credit Union v. Loya,"
Alcorn v. Vaksman,1,0,1,5,recusal;jurisdiction;rico;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-Under-what-circumstances-does-judicial-or-quasi-judicial-immunity-not-apply-to-judges-or-court-staff-1.pdf | 2d 777 (Tex. App. 1996); Alcorn v. Vaksman, 877 S.W.2d 390 (Tex. App."
Alejos v. Vance,1,0,1,5,due_process;notice;fraud_perjury;appeal;hearing,"RESEARCH\FAILURE TO RESPOND.pdf | conclusively established for the case (Alejos v. Vance, 08-23-00321-CV (Tex."
Baker v. Bizzle,1,0,1,5,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\HIDING DOCUMENTS FROM PUBLIC.pdf | incorporated into procedural rules requiring openness (Baker v. Bizzle, 687"
Barkhausen v. Craycom,1,0,1,5,ex_parte;notice;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-How-and-when-can-a-party-invoke-their-right-to-a-jury-trial--1.pdf | Barkhausen v. Craycom, Inc., 178 S.W.3d 413 (Tex. 2005)). The fee must be"
Brannon v. Boatmen's,1,0,1,5,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-How-does-the-10th-Circuit-distinguish-between-the-person-and-the-enterprise-under-RICO--1.pdf | settled in this circuit, as in most others,"" Brannon v. Boatmen's First Nat."
Brook v. Brook,1,0,1,5,law_enforcement;due_process;child_support_oag;jurisdiction;notice,"RESEARCH\vLex-Vincent-What-are-the-leading-Texas-cases-interpreting-the--best-interests-of-the-child--standard-in-family-l-1.pdf | 1990); Brook v. Brook, 881 S.W.2d 297 (Tex. 1994). This presumption is"
Carmody v. State,1,0,1,5,recusal;ex_parte;jurisdiction;federal_court;appeal,"RESEARCH\vLex-Vincent-Can-an-administrative-judge-use-1.pdf | The rationale behind these strict recusal procedures was articulated in Carmody v. State Farm Lloyds, 184 S.W.3d 419 (Tex. App. 2006), where the court"
Cluett v. Medical,1,0,1,5,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | cited in Cluett v. Medical Protective Co., 829 S.W.2d 822 (Tex. App. 1992)."
D'Addario v. D'Addario,1,0,1,5,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-The-Plaintiff-alleges-that-he-suffered-concrete-financial-harm--including-the-loss-of-his-home-and-b-1.pdf | proximate cause standard in RICO cases. In D'Addario v. D'Addario, 901 F.3d"
DeSoto v. Yellow,1,0,1,5,law_enforcement;jurisdiction;notice;rico;fraud_perjury,RESEARCH\vLex-Vincent--Plaintiff-has-requested-leave-to-amend-to-add-new-facts--including-additional-threats-and-predicate-1.pdf | no set of additional facts could cure the deficiency (DeSoto v. Yellow Freight
Discipline v. Cantu,1,0,1,5,law_enforcement;due_process;notice;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-Is-it-illegal-for-an-attorney-to-fill-out-an-associate-judge-s-report-and-then-just-get-the-judge-s--1.pdf | discipline for ethical lapses. Commn for Lawyer Discipline v. Cantu, 587"
Drew v. Unauthorized,1,0,1,5,jurisdiction;fraud_perjury;federal_court;appeal;hearing,"RESEARCH\ATTORNEY FAILURE TO PROSECUTE.pdf | Drew v. Unauthorized Practice of Law Committee, 970 S.W.2d 152 (Tex. App."
Enters. v. Wilson,1,0,1,5,law_enforcement;jurisdiction;notice;rico;lockout_eviction,"RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-16-Filed-06-24-25-Page-1-of-45-IN-THE-UNITED-STATES-DISTRICT-COURT-FOR-1.pdf | Kirchhefer, 764 F.3d 1268 (10th Cir. 2014); Clann Enters. v. Wilson, 25-"
Ex parte Krueger,1,0,1,5,recusal;ex_parte;notice;hearing;mandamus,"RESEARCH\vLex-Vincent-The-regional-presiding-judge-has (1)-1.pdf | In Ex parte Krueger, the Texas Court of Criminal Appeals held that ""Texas Rule of Civil Procedure 18b authorizes judges to voluntarily recuse"
Guerrero v. Refugio,1,0,1,5,recusal;jurisdiction;rico;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-Under-what-circumstances-does-judicial-or-quasi-judicial-immunity-not-apply-to-judges-or-court-staff-1.pdf | 351 (Tex. App. 2003); Guerrero v. Refugio County, 946 S.W.2d 558 (Tex."
In re Dupuy,1,0,1,5,law_enforcement;due_process;ex_parte;notice;jurisdiction,"RESEARCH\REFUSAL TO HEAR TRO.pdf | In re Dupuy (Tex. App. Aug. 31, 2023) reaffirmed that trial courts must"
In re Gravitt,1,0,1,5,law_enforcement;notice;federal_court;appeal;hearing,"RESEARCH\RULE 12.pdf | Reg'l Med. Ctr. (In re Gravitt), 371 S.W.3d 465 (Tex. App. 2012); Phillips v."
In re Hudspeth,1,0,1,5,recusal;fraud_perjury;appeal;discovery;law_enforcement,RESEARCH\vLex-Vincent--I--Introduction-Within-the-last-23-days--four-mandamus-petitions-have-been-docketed-involving-the-s-1.pdf | abuse of discretion and may be corrected by mandamus (In re Hudspeth
In re Pate,1,0,1,5,law_enforcement;due_process;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf | mandamus relief is available (In re Pate, 407 S.W.3d 416 (Tex. App. 2013); Milner v. Kilgore, 718 S.W.2d 759 (Tex. App. 1986))."
Inc. v. Office,1,0,1,5,due_process;ex_parte;notice;jurisdiction;temporary_orders,"RESEARCH\TRIAL BY AMBUSH.pdf | their constitutional rights (Target Logistics, Inc. v. Office of the Attorney"
Keith v. Volpe,1,0,1,5,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent--Plaintiff-has-requested-leave-to-amend-to-add-new-facts--including-additional-threats-and-predicate-1.pdf | claims at issue, as recognized in Keith v. Volpe, 858 F.2d 467 (9th Cir. 1988)."
Khalik v. United,1,0,1,5,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Plaintiff-s-complaint-contains-detailed-factual-allegations-regarding-the-timing--nature--and-purpos-1.pdf | 2016), Khalik v. United Air Lines, 671 F.3d 1188 (10th Cir. 2012), and Hogan"
LLC v. Aspeon,1,0,1,5,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent--Plaintiff-has-requested-leave-to-amend-to-add-new-facts--including-additional-threats-and-predicate-1.pdf | Capital, LLC v. Aspeon, Inc., 316 F.3d 1048 (9th Cir. 2003), reinforce"
Longmire v. Gust,1,0,1,5,jurisdiction;lockout_eviction;federal_court;associate_judge;appeal,"RESEARCH\vLex-Vincent-An-associate-judge-presided-over-a-motion-that-was-filed-as-a-de-novo-request-following-a-prior-hear-1.pdf | also Longmire v. Gust, 921 F.2d 620, 623 (5th Cir. 1991) (party filing written"
Ltd. v. Knights,1,0,1,5,law_enforcement;jurisdiction;rico;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent--The-court-s-order-did-not-fully-address-the-ongoing-nature-of-the-enterprise--the-risk-of-further-p-1.pdf | repetition (List Interactive, Ltd. v. Knights of Columbus, 303 F.Supp.3d 1065"
